trial_index,time_elapsed,rt,response,avg_frame_time,center_x,center_y,note,correct
388,431476,"[456,480]","[""d"",""f""]",16.66821667,250,150,11,TRUE
389,432486,"[457,522]","[""d"",""s""]",16.66842373,250,150,110,TRUE
390,433493,"[583,607]","[""d"",""a""]",16.6667,250,150,1010,TRUE
391,434502,"[602,602,602]","[""a"",""d"",""f""]",16.66674576,250,150,1011,TRUE
392,435509,[504],"[""a""]",16.66853333,250,150,1000,TRUE
393,436518,"[456,456]","[""a"",""d""]",16.66538983,250,150,1010,TRUE
394,437525,"[450,471]","[""s"",""d""]",16.66683051,250,150,110,TRUE
395,438526,[537],"[""s""]",16.6676,250,150,100,TRUE
396,439533,"[519,602]","[""a"",""f""]",16.66654237,250,150,1001,TRUE
397,440540,[457],"[""s""]",16.66766102,250,150,100,TRUE
398,441543,"[489,507,507]","[""d"",""a"",""f""]",16.66813333,250,150,1011,TRUE
399,442548,"[542,542]","[""s"",""d""]",16.66694915,250,150,110,TRUE
400,443556,"[514,514]","[""a"",""f""]",16.66681356,250,150,1001,TRUE
401,444560,"[443,465]","[""f"",""d""]",16.66695,250,150,11,TRUE
402,445565,"[421,510]","[""d"",""s""]",16.66555932,250,150,110,TRUE
403,446573,[481],"[""a""]",16.66686441,250,150,1000,TRUE
404,447576,"[417,417]","[""a"",""f""]",16.66688333,250,150,1,FALSE
405,448581,"[503,503,525]","[""d"",""f"",""a""]",16.66688136,250,150,1011,TRUE
406,449589,"[515,515]","[""a"",""f""]",16.66608475,250,150,1001,TRUE
407,450593,"[468,468,513]","[""d"",""f"",""a""]",16.66555932,250,150,1011,TRUE
408,451594,"[541,541,541]","[""a"",""s"",""d""]",16.66701667,250,150,1110,TRUE
409,452596,"[789,813,813]","[""s"",""a"",""d""]",16.66738983,250,150,1110,TRUE
410,453605,"[601,601]","[""a"",""s""]",16.66838983,250,150,1100,TRUE
411,454610,"[498,498]","[""a"",""f""]",16.66833333,250,150,1001,TRUE
412,455612,"[572,590,590]","[""f"",""a"",""s""]",16.66583051,250,150,1101,TRUE
413,456621,[490],"[""d""]",16.66722034,250,150,10,TRUE
414,457623,"[535,560,560]","[""f"",""a"",""d""]",16.66672881,250,150,1011,TRUE
415,458626,"[462,486]","[""d"",""f""]",16.66868333,250,150,11,TRUE
416,459629,"[442,461]","[""f"",""s""]",16.66666102,250,150,101,TRUE
417,460636,"[474,608]","[""s"",""d""]",16.66681356,250,150,110,TRUE
418,461643,[466],"[""s""]",16.66661667,250,150,100,TRUE
419,462645,[404],"[""d""]",16.66525424,250,150,10,TRUE
420,463653,"[440,440]","[""a"",""s""]",16.66688136,250,150,1100,TRUE
421,464660,"[440,457]","[""f"",""d""]",16.66698333,250,150,11,TRUE
422,465669,[450],"[""f""]",16.66823729,250,150,1,TRUE
423,466677,"[416,456]","[""s"",""f""]",16.66688333,250,150,101,TRUE
424,467684,[392],"[""s""]",16.6669661,250,150,100,TRUE
425,468693,"[515,515,515]","[""a"",""s"",""d""]",16.66749153,250,150,1110,TRUE
426,469693,"[505,505]","[""a"",""d""]",16.66693333,250,150,1010,TRUE
427,470702,"[448,448,448]","[""s"",""d"",""f""]",16.66713559,250,150,111,TRUE
428,471709,"[383,488]","[""s"",""a""]",16.66722034,250,150,1000,FALSE
429,472710,[400],"[""d""]",16.6672,250,150,10,TRUE
430,473717,"[448,471,513,583]","[""a"",""s"",""d"",""f""]",16.66686441,250,150,1101,FALSE
431,474725,"[520,520,543]","[""a"",""d"",""s""]",16.66694915,250,150,1110,TRUE
432,475727,"[475,497,497]","[""f"",""a"",""d""]",16.66551667,250,150,1011,TRUE
433,476733,"[519,519]","[""a"",""d""]",16.66694915,250,150,1010,TRUE
434,477741,"[545,545,545]","[""a"",""d"",""f""]",16.66647458,250,150,1011,TRUE
435,478743,"[561,585]","[""d"",""a""]",16.66706667,250,150,1010,TRUE
436,479749,"[511,511]","[""s"",""d""]",16.66649153,250,150,110,TRUE
437,480757,"[416,433]","[""s"",""d""]",16.66811864,250,150,110,TRUE
438,481760,"[408,432,514]","[""d"",""f"",""a""]",16.66746667,250,150,1011,TRUE
439,482764,"[422,445]","[""d"",""s""]",16.6669322,250,150,110,TRUE
440,483772,"[481,482,482]","[""a"",""d"",""f""]",16.66744068,250,150,1011,TRUE
441,484777,"[489,490,513]","[""a"",""d"",""s""]",16.66811667,250,150,1110,TRUE
442,485781,"[510,510]","[""d"",""f""]",16.66801695,250,150,10,FALSE
443,486790,"[489,489,904]","[""s"",""f"",""d""]",16.66820339,250,150,111,TRUE
444,487794,"[631,631]","[""s"",""f""]",16.66723333,250,150,101,TRUE
445,488798,"[509,532]","[""f"",""d""]",16.66681356,250,150,11,TRUE
446,489806,"[582,599]","[""f"",""a""]",16.66722034,250,150,1001,TRUE
447,490810,"[608,632,632]","[""f"",""a"",""d""]",16.66706667,250,150,1011,TRUE
448,491813,"[621,643,644]","[""f"",""a"",""s""]",16.66601695,250,150,1101,TRUE
449,492821,"[528,528]","[""a"",""d""]",16.66674576,250,150,1010,TRUE
450,493827,"[616,641,641]","[""s"",""a"",""f""]",16.66706667,250,150,1101,TRUE
451,494829,[538],"[""s""]",16.66688136,250,150,100,TRUE
452,495837,"[440,440]","[""s"",""d""]",16.6670339,250,150,110,TRUE
453,496844,"[401,401]","[""a"",""f""]",16.6665,250,150,1001,TRUE
454,497852,"[425,449]","[""d"",""f""]",16.66586441,250,150,11,TRUE
455,498860,"[435,435]","[""s"",""d""]",16.66715254,250,150,110,TRUE
456,499861,[435],"[""a""]",16.66595,250,150,1000,TRUE
457,500869,"[415,439]","[""f"",""d""]",16.66557627,250,150,11,TRUE
458,501877,[407],"[""d""]",16.66679661,250,150,10,TRUE
459,502884,[394],"[""f""]",16.6666,250,150,1,TRUE
460,503893,"[384,403]","[""a"",""f""]",16.66689831,250,150,1001,TRUE
461,504894,"[505,522]","[""s"",""f""]",16.66785,250,150,101,TRUE
462,507995,3101,0,,,,,
463,509006,[],[],16.66786667,250,150,0,
464,510010,"[428,428]","[""a"",""f""]",16.667,250,150,1001,TRUE
465,511011,"[607,607,607]","[""s"",""d"",""f""]",16.6668,250,150,111,TRUE
466,512012,"[449,449,470]","[""a"",""f"",""d""]",16.66615254,250,150,1011,TRUE
467,513021,"[505,545,593,721]","[""a"",""f"",""s"",""a""]",16.66555932,250,150,1101,FALSE
468,514027,"[608,609]","[""a"",""d""]",16.66825,250,150,1010,TRUE
469,515036,"[579,579,681,706]","[""s"",""f"",""f"",""s""]",16.66689831,250,150,101,FALSE
470,516044,"[689,689,706]","[""d"",""f"",""a""]",16.66676667,250,150,1011,TRUE
471,517052,[617],"[""s""]",16.66667797,250,150,100,TRUE
472,518061,"[578,579]","[""a"",""f""]",16.6662,250,150,1001,TRUE
473,519068,[544],"[""s""]",16.66654237,250,150,100,TRUE
474,520077,"[472,496]","[""s"",""f""]",16.66522034,250,150,101,TRUE
475,521078,[560],"[""f""]",16.66833333,250,150,1,TRUE
476,522085,"[512,512]","[""s"",""d""]",16.66694915,250,150,110,TRUE
477,523094,"[593,593]","[""a"",""d""]",16.66635,250,150,1010,TRUE
478,524100,[831],"[""d""]",16.66674576,250,150,10,TRUE
479,525108,"[569,570,593]","[""d"",""f"",""a""]",16.66554237,250,150,1011,TRUE
480,526111,"[506,506]","[""s"",""d""]",16.66595,250,150,110,TRUE
481,527118,"[535,535]","[""d"",""f""]",16.66910169,250,150,11,TRUE
482,528124,"[528,528,543]","[""s"",""d"",""a""]",16.66730508,250,150,1110,TRUE
483,529128,"[483,483,483]","[""a"",""s"",""d""]",16.66701667,250,150,1100,FALSE
484,530133,"[710,711]","[""a"",""s""]",16.66874576,250,150,1100,TRUE
485,531141,"[513,513]","[""s"",""f""]",16.66713559,250,150,101,TRUE
486,532144,"[480,504]","[""a"",""s""]",16.66703333,250,150,1100,TRUE
487,533149,"[729,729,749,749]","[""s"",""f"",""a"",""d""]",16.6669661,250,150,1001,FALSE
488,534158,"[608,608,608]","[""a"",""s"",""d""]",16.6689322,250,150,1110,TRUE
489,535161,"[576,600,600]","[""f"",""a"",""s""]",16.66846667,250,150,1101,TRUE
490,536164,"[459,483,483]","[""d"",""s"",""f""]",16.66530508,250,150,110,FALSE
491,537172,"[513,513]","[""a"",""f""]",16.66732203,250,150,1001,TRUE
492,538177,"[425,448]","[""a"",""f""]",16.66689831,250,150,1001,TRUE
493,539178,"[437,459]","[""d"",""s""]",16.66633333,250,150,110,TRUE
494,540181,"[460,460,460]","[""s"",""d"",""f""]",16.66674576,250,150,111,TRUE
495,541188,"[592,615,639]","[""s"",""f"",""a""]",16.66527119,250,150,1101,TRUE
496,542194,[500],"[""s""]",16.6669,250,150,100,TRUE
497,543196,[417],"[""f""]",16.66874576,250,150,1,TRUE
498,544204,"[576,576,599]","[""d"",""f"",""a""]",16.66527119,250,150,1011,TRUE
499,545211,"[568,568]","[""a"",""f""]",16.66715,250,150,1001,TRUE
500,546220,"[554,554]","[""s"",""f""]",16.66816949,250,150,101,TRUE
501,547227,"[592,616,736,737]","[""d"",""a"",""a"",""d""]",16.6665,250,150,1010,FALSE
502,548232,[568],"[""s""]",16.66647458,250,150,100,TRUE
503,549235,"[500,524,525]","[""f"",""s"",""d""]",16.66732203,250,150,111,TRUE
504,550244,"[658,658,680,880]","[""a"",""f"",""s"",""d""]",16.66871667,250,150,1101,FALSE
505,551252,"[880,904]","[""f"",""a""]",16.66808475,250,150,110,FALSE
506,552260,"[113,113]","[""s"",""d""]",16.66832203,250,150,1,FALSE
507,553263,"[592,680,721,744]","[""a"",""f"",""d"",""s""]",16.66843333,250,150,111,FALSE
508,554268,"[845,869,893]","[""s"",""f"",""a""]",16.66523729,250,150,10,FALSE
509,555276,[49],"[""d""]",16.66584746,250,150,11,FALSE
510,556278,"[657,657,744,808]","[""a"",""f"",""s"",""d""]",16.66846667,250,150,110,FALSE
511,557285,"[713,713]","[""s"",""d""]",16.66459322,250,150,110,TRUE
512,558292,"[585,585]","[""a"",""d""]",16.66630508,250,150,1010,TRUE
513,559294,"[408,448,496]","[""s"",""a"",""d""]",16.66671667,250,150,1100,FALSE
514,560300,"[449,449]","[""s"",""d""]",16.66850847,250,150,110,TRUE
515,561309,[464],"[""f""]",16.66742373,250,150,1,TRUE
516,562311,"[391,497,921]","[""d"",""s"",""f""]",16.66663333,250,150,111,TRUE
517,563316,"[629,646]","[""d"",""a""]",16.66828814,250,150,1010,TRUE
518,564324,[488],"[""a""]",16.66650847,250,150,1000,TRUE
519,565328,"[473,495]","[""s"",""a""]",16.66726667,250,150,1100,TRUE
520,566332,[436],"[""s""]",16.66686441,250,150,100,TRUE
521,567340,"[483,505]","[""a"",""s""]",16.66762712,250,150,1100,TRUE
522,568345,"[497,497,514,514,625]","[""a"",""f"",""s"",""d"",""a""]",16.66646667,250,150,1101,FALSE
523,569347,"[636,636]","[""a"",""f""]",16.66708475,250,150,1001,TRUE
524,570356,"[553,553,576]","[""s"",""f"",""d""]",16.66705085,250,150,111,TRUE
525,571357,[561],"[""f""]",16.66832203,250,150,1,TRUE
526,572361,"[480,498]","[""a"",""s""]",16.66685,250,150,1100,TRUE
527,573364,"[486,486]","[""s"",""f""]",16.66859322,250,150,101,TRUE
528,574372,"[521,521]","[""d"",""f""]",16.66576271,250,150,11,TRUE
529,575378,"[433,450]","[""a"",""s""]",16.66695,250,150,1100,TRUE
530,576380,"[443,443]","[""d"",""f""]",16.66854237,250,150,11,TRUE
531,577389,"[472,496]","[""s"",""a""]",16.66698305,250,150,1100,TRUE
532,578395,[479],"[""d""]",16.66635,250,150,10,TRUE
533,579404,"[506,524]","[""f"",""s""]",16.66676271,250,150,101,TRUE
534,580411,"[473,473]","[""s"",""d""]",16.66548333,250,150,110,TRUE
535,581420,"[496,496]","[""a"",""d""]",16.66701695,250,150,1010,TRUE
536,582427,"[712,712,712]","[""a"",""s"",""f""]",16.66481356,250,150,1101,TRUE
537,583428,"[645,645]","[""a"",""f""]",16.6672,250,150,1001,TRUE
538,584435,"[530,530]","[""a"",""f""]",16.66737288,250,150,1001,TRUE
539,585443,"[497,497]","[""s"",""d""]",16.6670678,250,150,110,TRUE
540,586445,"[443,443,443]","[""a"",""s"",""f""]",16.66833898,250,150,1011,FALSE
541,587445,"[631,631]","[""s"",""f""]",16.66601667,250,150,101,TRUE
542,588453,"[679,704,704]","[""f"",""a"",""d""]",16.66708475,250,150,1011,TRUE
543,589460,[560],"[""s""]",16.66535593,250,150,100,TRUE
544,590462,[544],"[""a""]",16.66736667,250,150,1000,TRUE
545,591468,[535],"[""d""]",16.66718644,250,150,10,TRUE
546,592476,"[481,504]","[""s"",""a""]",16.66916949,250,150,1100,TRUE
547,593478,"[444,464]","[""s"",""d""]",16.66583333,250,150,110,TRUE
548,594484,"[639,639,639]","[""a"",""s"",""f""]",16.66722034,250,150,1101,TRUE
549,595492,"[530,552]","[""f"",""d""]",16.66633898,250,150,11,TRUE
550,596495,"[440,464]","[""s"",""a""]",16.66695,250,150,1100,TRUE
551,597500,"[590,613]","[""a"",""s""]",16.66745763,250,150,1100,TRUE
552,598508,"[451,451]","[""a"",""d""]",16.66825424,250,150,1010,TRUE
553,599512,"[507,507,507]","[""a"",""d"",""f""]",16.6668,250,150,1011,TRUE
554,600516,"[519,519,519]","[""s"",""d"",""f""]",16.66562712,250,150,111,TRUE
555,601521,"[547,547]","[""d"",""f""]",16.66686441,250,150,11,TRUE
556,602524,[484],"[""a""]",16.66725424,250,150,1000,TRUE
557,603528,"[426,426]","[""a"",""f""]",16.66761017,250,150,1001,TRUE
558,604529,"[453,476]","[""a"",""f""]",16.66491667,250,150,1001,TRUE
559,605532,"[469,469]","[""s"",""d""]",16.66674576,250,150,110,TRUE
560,606540,[480],"[""s""]",16.66613559,250,150,100,TRUE
561,607546,"[450,472]","[""a"",""s""]",16.66706667,250,150,1100,TRUE
562,608549,"[508,508,524]","[""a"",""f"",""d""]",16.6669661,250,150,1011,TRUE
563,609556,"[439,464,464]","[""d"",""a"",""f""]",16.66828814,250,150,11,FALSE
564,610562,[432],"[""s""]",16.66665,250,150,100,TRUE
565,611564,[459],"[""d""]",16.66771186,250,150,10,TRUE
566,612572,"[457,474,539]","[""s"",""a"",""d""]",16.667,250,150,1110,TRUE
567,613579,"[449,467]","[""s"",""a""]",16.66821667,250,150,1100,TRUE
568,614588,"[529,553,961]","[""f"",""s"",""d""]",16.66576271,250,150,111,TRUE
569,615591,"[737,737]","[""s"",""f""]",16.66683051,250,150,101,TRUE
570,616596,"[558,558]","[""a"",""s""]",16.66683333,250,150,1100,TRUE
571,617604,"[529,529,529]","[""a"",""s"",""f""]",16.66737288,250,150,1101,TRUE
572,618612,[488],"[""f""]",16.66661667,250,150,1,TRUE
573,619621,"[625,625,625]","[""a"",""s"",""f""]",16.66725424,250,150,1101,TRUE
574,620628,"[520,520]","[""d"",""f""]",16.66657627,250,150,11,TRUE
575,621629,"[448,448,448]","[""s"",""d"",""f""]",16.66833333,250,150,111,TRUE
576,622636,"[464,464]","[""s"",""d""]",16.66766102,250,150,110,TRUE
577,623645,[491],"[""f""]",16.66720339,250,150,1,TRUE
578,624646,"[424,424]","[""a"",""s""]",16.66703333,250,150,1100,TRUE
579,625652,"[463,487,487]","[""s"",""a"",""f""]",16.66718644,250,150,1101,TRUE
580,626660,"[433,456]","[""d"",""s""]",16.66679661,250,150,110,TRUE
581,627663,"[472,472]","[""a"",""s""]",16.66668333,250,150,1100,TRUE
582,628668,"[546,567,567]","[""d"",""a"",""s""]",16.667,250,150,1110,TRUE
583,629676,"[503,523]","[""a"",""f""]",16.66708475,250,150,1001,TRUE
584,630679,"[496,520]","[""d"",""a""]",16.66788333,250,150,1010,TRUE
585,631685,"[472,493]","[""a"",""s""]",16.66679661,250,150,1100,TRUE
586,632692,"[504,504,504]","[""a"",""d"",""f""]",16.66652542,250,150,1011,TRUE
587,633696,"[480,480,496]","[""a"",""f"",""d""]",16.66666667,250,150,1011,TRUE
588,634701,"[565,565]","[""s"",""f""]",16.66684746,250,150,101,TRUE
589,635708,"[520,544]","[""d"",""f""]",16.66664407,250,150,11,TRUE
590,636713,"[529,529,552]","[""d"",""f"",""s""]",16.66691667,250,150,111,TRUE
591,637716,"[484,508]","[""d"",""a""]",16.66859322,250,150,1010,TRUE
592,638724,"[480,504]","[""d"",""f""]",16.66659322,250,150,11,TRUE
593,639730,"[472,496,520]","[""d"",""a"",""s""]",16.66693333,250,150,1110,TRUE
594,640732,"[516,516]","[""s"",""f""]",16.6669661,250,150,101,TRUE
595,641740,[506],"[""d""]",16.66637288,250,150,10,TRUE
596,642746,"[473,520,520]","[""f"",""a"",""d""]",16.66836667,250,150,1011,TRUE
597,643749,"[530,530,548]","[""d"",""f"",""a""]",16.66683051,250,150,1011,TRUE
598,644756,"[489,489,490]","[""a"",""d"",""f""]",16.66722034,250,150,1011,TRUE
599,645763,"[570,570]","[""s"",""f""]",16.66725,250,150,101,TRUE
600,646772,[522],"[""d""]",16.66854237,250,150,10,TRUE
601,647780,"[530,530]","[""a"",""f""]",16.66625,250,150,1001,TRUE
602,648788,"[618,618]","[""s"",""f""]",16.66689831,250,150,101,TRUE
603,649796,"[641,641]","[""a"",""f""]",16.66833898,250,150,1001,TRUE
604,650797,[777],"[""a""]",16.66686667,250,150,1000,TRUE
605,651804,"[511,529,529]","[""f"",""s"",""d""]",16.6669661,250,150,111,TRUE
606,652813,[498],"[""a""]",16.66655,250,150,1000,TRUE
607,653820,"[507,527]","[""d"",""a""]",16.66779661,250,150,1010,TRUE
608,654828,"[521,522,522]","[""s"",""d"",""f""]",16.66589831,250,150,111,TRUE
609,655829,"[489,489]","[""d"",""f""]",16.6682,250,150,11,TRUE
610,656835,"[463,463]","[""a"",""s""]",16.66867797,250,150,1100,TRUE
611,657843,[528],"[""s""]",16.66727119,250,150,100,TRUE
612,658846,[449],"[""a""]",16.66741667,250,150,1000,TRUE
613,659852,"[422,445]","[""s"",""f""]",16.66672881,250,150,101,TRUE
614,660860,"[490,490,491]","[""a"",""d"",""f""]",16.66755932,250,150,1011,TRUE
615,661863,"[479,479]","[""s"",""d""]",16.66565,250,150,110,TRUE
616,662868,[400],"[""a""]",16.66657627,250,150,1000,TRUE
617,663876,"[392,417]","[""s"",""d""]",16.66722034,250,150,110,TRUE
618,664880,"[441,504,546]","[""a"",""s"",""d""]",16.6688,250,150,1100,FALSE
619,665884,"[468,468]","[""d"",""f""]",16.66752542,250,150,11,TRUE
620,666892,[480],"[""s""]",16.66652542,250,150,100,TRUE
621,667896,"[466,466]","[""d"",""f""]",16.66656667,250,150,11,TRUE
622,668900,[460],"[""a""]",16.66710169,250,150,1000,TRUE
623,669908,[513],"[""d""]",16.66630508,250,150,10,TRUE
624,670913,"[512,536]","[""d"",""f""]",16.66696667,250,150,11,TRUE
625,671916,"[597,620,620]","[""f"",""a"",""d""]",16.66722034,250,150,1011,TRUE
626,672920,"[728,747,747]","[""s"",""a"",""f""]",16.66661017,250,150,1101,TRUE
627,673924,"[972,972,990]","[""s"",""f"",""a""]",16.66759322,250,150,1101,TRUE
628,674930,"[641,641,641]","[""s"",""d"",""f""]",16.66691667,250,150,111,TRUE
629,675932,"[589,589]","[""a"",""f""]",16.66567797,250,150,1001,TRUE
630,676940,"[544,544]","[""a"",""s""]",16.667,250,150,1100,TRUE
631,677946,"[568,585,585]","[""a"",""s"",""d""]",16.66675,250,150,1110,TRUE
632,678950,"[579,579]","[""a"",""d""]",16.6669322,250,150,1010,TRUE
633,679955,[641],"[""d""]",16.667,250,150,10,TRUE
634,680963,"[496,520,537]","[""a"",""d"",""s""]",16.66695,250,150,1110,TRUE
635,681972,"[465,465]","[""s"",""d""]",16.66698305,250,150,110,TRUE
636,682980,"[491,513]","[""f"",""s""]",16.66672881,250,150,101,TRUE
637,683982,"[536,561,561]","[""f"",""a"",""d""]",16.66733333,250,150,1011,TRUE
638,684988,[534],"[""s""]",16.66718644,250,150,100,TRUE
639,685996,"[543,567,975]","[""s"",""a"",""d""]",16.66723729,250,150,1110,TRUE
640,686997,"[640,659,929]","[""d"",""f"",""s""]",16.66868333,250,150,111,TRUE
641,688004,"[753,753]","[""d"",""f""]",16.6670678,250,150,11,TRUE
642,689012,[552],"[""s""]",16.66647458,250,150,100,TRUE
643,690013,[480],"[""f""]",16.66831667,250,150,1,TRUE
644,691020,"[546,546]","[""a"",""f""]",16.66640678,250,150,1001,TRUE
645,692029,"[576,576]","[""a"",""s""]",16.66764407,250,150,1100,TRUE
646,693030,[513],"[""f""]",16.66701667,250,150,1,TRUE
647,694036,"[506,506]","[""a"",""f""]",16.66701695,250,150,1001,TRUE
648,695045,"[536,536,536]","[""a"",""s"",""d""]",16.66601695,250,150,1110,TRUE
649,696047,"[536,559,583]","[""s"",""f"",""a""]",16.66708333,250,150,1101,TRUE
650,697052,"[575,575]","[""a"",""s""]",16.66623729,250,150,1100,TRUE
651,698060,"[579,579]","[""a"",""d""]",16.66688136,250,150,1010,TRUE
652,699064,"[553,553,553]","[""a"",""s"",""d""]",16.6674,250,150,1110,TRUE
653,700068,"[550,550]","[""a"",""f""]",16.66713559,250,150,1001,TRUE
654,701076,"[633,633,633]","[""a"",""s"",""f""]",16.66894915,250,150,1101,TRUE
655,702080,"[721,721,745]","[""s"",""f"",""d""]",16.66643333,250,150,111,TRUE
656,703085,[822],"[""d""]",16.66691525,250,150,10,TRUE
657,704092,"[680,680]","[""a"",""d""]",16.66476271,250,150,1010,TRUE
658,705097,[672],"[""d""]",16.66818333,250,150,10,TRUE
659,706100,"[876,876,876]","[""a"",""d"",""f""]",16.66638983,250,150,1011,TRUE
660,707100,[665],"[""a""]",16.66657627,250,150,1000,TRUE
661,708107,"[556,556]","[""s"",""d""]",16.66715254,250,150,110,TRUE
662,709114,[592],"[""a""]",16.66643333,250,150,1000,TRUE
663,710123,"[572,572]","[""a"",""f""]",16.66727119,250,150,1001,TRUE
664,711130,"[580,602]","[""f"",""s""]",16.66548333,250,150,101,TRUE
665,712132,[506],"[""d""]",16.6669661,250,150,10,TRUE
666,713141,"[505,505]","[""a"",""f""]",16.66547458,250,150,1001,TRUE
667,714147,"[553,553]","[""s"",""d""]",16.66763333,250,150,110,TRUE
668,715156,"[530,530,553]","[""a"",""s"",""d""]",16.66733898,250,150,1110,TRUE
669,716164,[488],"[""d""]",16.66695,250,150,10,TRUE
670,717172,[545],"[""a""]",16.66681356,250,150,1000,TRUE
671,718180,"[522,522]","[""a"",""d""]",16.66750847,250,150,1010,TRUE
672,719181,"[513,513]","[""a"",""f""]",16.66743333,250,150,1001,TRUE
673,720188,[528],"[""s""]",16.66645763,250,150,100,TRUE
674,722698,2509,0,,,,,
675,723698,[],[],16.66803333,250,150,0,
676,724702,[455],"[""a""]",16.6670339,250,150,1000,TRUE
677,725708,"[451,492,557]","[""s"",""d"",""a""]",16.66857627,250,150,1110,TRUE
678,726715,"[501,501]","[""a"",""s""]",16.66705,250,150,1100,TRUE
679,727717,"[509,509]","[""s"",""f""]",16.66637288,250,150,101,TRUE
680,728724,[523],"[""d""]",16.66832203,250,150,10,TRUE
681,729731,"[625,625]","[""d"",""f""]",16.66688333,250,150,11,TRUE
682,730740,[554],"[""d""]",16.66501695,250,150,10,TRUE
683,731748,[488],"[""a""]",16.66693333,250,150,1000,TRUE
684,732756,"[537,560,560]","[""a"",""d"",""f""]",16.66691525,250,150,1011,TRUE
685,733764,"[520,520]","[""d"",""f""]",16.6669322,250,150,11,TRUE
686,734765,"[609,609,632]","[""d"",""f"",""a""]",16.66691667,250,150,1011,TRUE
687,735773,"[569,569,569]","[""a"",""s"",""f""]",16.66723729,250,150,1101,TRUE
688,736780,"[505,505]","[""s"",""f""]",16.66661017,250,150,101,TRUE
689,737782,"[601,619]","[""a"",""d""]",16.66833333,250,150,1010,TRUE
690,738789,"[602,602,602]","[""a"",""d"",""f""]",16.66616949,250,150,1011,TRUE
691,739797,"[560,560]","[""s"",""d""]",16.66684746,250,150,110,TRUE
692,740798,[520],"[""s""]",16.66686667,250,150,100,TRUE
693,741805,"[503,521]","[""a"",""d""]",16.66732203,250,150,1010,TRUE
694,742812,"[512,512]","[""s"",""f""]",16.66705085,250,150,101,TRUE
695,743815,"[617,617]","[""d"",""f""]",16.6669,250,150,11,TRUE
696,744820,"[511,511]","[""d"",""f""]",16.66816949,250,150,11,TRUE
697,745828,[521],"[""a""]",16.66718644,250,150,1000,TRUE
698,746832,"[513,513]","[""a"",""d""]",16.66838333,250,150,1010,TRUE
699,747837,"[613,638,638]","[""a"",""d"",""f""]",16.66671186,250,150,1011,TRUE
700,748844,[624],"[""d""]",16.66725424,250,150,10,TRUE
701,749848,"[498,498]","[""d"",""f""]",16.66695,250,150,11,TRUE
702,750853,"[503,503]","[""s"",""d""]",16.66735593,250,150,110,TRUE
703,751861,[473],"[""s""]",16.66664407,250,150,100,TRUE
704,752865,"[840,864,864]","[""a"",""s"",""f""]",16.66871667,250,150,1101,TRUE
705,753868,"[549,572,941]","[""d"",""a"",""f""]",16.66859322,250,150,1011,TRUE
706,754876,"[649,650,985]","[""a"",""d"",""s""]",16.66701695,250,150,1110,TRUE
707,755882,"[634,634]","[""a"",""f""]",16.66623729,250,150,1001,TRUE
708,756893,"[522,544]","[""d"",""a""]",16.66658333,250,150,1010,TRUE
709,757899,"[400,424]","[""a"",""d""]",16.66695,250,150,1010,TRUE
710,758902,"[451,474]","[""s"",""d""]",16.66679661,250,150,110,TRUE
711,759908,[494],"[""a""]",16.66552542,250,150,1000,TRUE
712,760915,"[473,473]","[""a"",""s""]",16.66725,250,150,1100,TRUE
713,761924,"[490,490]","[""a"",""f""]",16.66864407,250,150,1,FALSE
714,762932,"[456,456,480]","[""s"",""f"",""d""]",16.66691667,250,150,111,TRUE
715,763941,"[321,321,338,521]","[""d"",""f"",""s"",""s""]",16.66747458,250,150,100,FALSE
716,764948,"[432,456]","[""a"",""s""]",16.66694915,250,150,1100,TRUE
717,765949,"[481,505,505]","[""a"",""s"",""d""]",16.6672,250,150,1110,TRUE
718,766956,[488],"[""a""]",16.66576271,250,150,1000,TRUE
719,767964,[440],"[""s""]",16.66728814,250,150,100,TRUE
720,768965,[402],"[""f""]",16.66703333,250,150,1,TRUE
721,769973,[696],"[""f""]",16.66774576,250,150,1,TRUE
722,770980,"[452,452]","[""d"",""f""]",16.66666102,250,150,11,TRUE
723,771982,[385],"[""a""]",16.66686667,250,150,1000,TRUE
724,772988,"[423,423,446]","[""a"",""s"",""d""]",16.66642373,250,150,1110,TRUE
725,773996,"[505,505]","[""d"",""f""]",16.6669322,250,150,11,TRUE
726,774999,"[576,576]","[""s"",""d""]",16.66835,250,150,110,TRUE
727,776005,"[606,628]","[""f"",""d""]",16.66728814,250,150,11,TRUE
728,777014,"[471,496,496]","[""s"",""d"",""f""]",16.66791525,250,150,111,TRUE
729,778015,[425],"[""f""]",16.66691667,250,150,1,TRUE
730,779020,[406],"[""a""]",16.66874576,250,150,1000,TRUE
731,780028,"[458,458,458]","[""a"",""d"",""f""]",16.66483051,250,150,1011,TRUE
732,781032,"[514,514,531]","[""a"",""s"",""f""]",16.66715254,250,150,1101,TRUE
733,782033,[437],"[""a""]",16.6667,250,150,1000,TRUE
734,783037,[404],"[""a""]",16.66686441,250,150,1000,TRUE
735,784045,"[359,465]","[""a"",""s""]",16.66537288,250,150,1100,TRUE
736,785049,[432],"[""f""]",16.66568333,250,150,1,TRUE
737,786052,[398],"[""a""]",16.66689831,250,150,1000,TRUE
738,787062,"[432,451,451]","[""a"",""d"",""f""]",16.66701695,250,150,1011,TRUE
739,788066,"[487,504]","[""a"",""f""]",16.66696667,250,150,1001,TRUE
740,789069,"[461,461]","[""a"",""f""]",16.66564407,250,150,1001,TRUE
